student_id,semester,hostel_resident,internet_access,attendance_percentage,avg_assignment_score,lms_login_frequency,library_visits_per_month,disciplinary_actions,dropout,engagement_index,academic_risk_score,attendance_volatility,resource_utilization_score,composite_dropout_risk
S08566,5,1,1,50.13,42.15,21,1,1,0,34.4327,62.85,0.3042,0.5385,0.5963
S08567,7,0,1,67.57,39.84,18,2,1,0,41.5521,65.16,0.0622,0.3769,0.621
S08568,2,0,1,82.2,41.11,24,2,0,0,50.9634,58.89,0.1409,0.3769,0.563
S08569,1,0,1,78.8,35.92,25,3,1,0,52.1197,69.08,0.0937,0.4154,0.5901
S08570,8,1,1,95.84,47.03,15,4,1,0,54.9266,57.97,0.3302,0.6538,0.4762
S08571,8,0,0,76.42,46.32,24,5,0,1,54.4207,53.68,0.0607,0.1923,0.5762
S08572,2,0,0,34.82,23.29,14,0,0,0,22.2331,76.71,0.5167,0.0,0.829
S08573,8,1,1,100.0,63.59,47,4,0,0,75.5737,36.41,0.3879,0.6538,0.3177
S08574,8,1,1,59.39,40.2,27,3,0,0,45.5422,59.8,0.1757,0.6154,0.526
S08575,8,0,1,74.43,42.91,39,4,0,0,60.5999,57.09,0.033,0.4538,0.5028
S08576,2,1,0,73.53,49.13,36,1,0,0,52.691,50.87,0.0205,0.2385,0.5594
S08577,5,0,1,75.61,97.03423886450152,35,5,0,0,60.6221,2.9658,0.0494,0.4923,0.2766
S08578,8,1,1,72.72,95.9314438544314,23,7,0,0,56.1936,4.0686,0.0093,0.7692,0.2273
S08579,8,1,1,72.99,42.57,26,0,0,0,44.6197,57.43,0.013,0.5,0.5486
S08580,5,0,1,52.18,22.13,2,0,2,0,22.0584,87.87,0.2758,0.3,0.7993
S08581,2,0,1,100.0,44.15,34,3,0,0,65.9387,55.85,0.3879,0.4154,0.4888
S08582,1,0,1,81.77,56.89,30,0,0,0,50.5046,43.11,0.1349,0.3,0.5207
S08583,3,1,1,72.78,34.58,22,4,1,0,49.8552,70.42,0.0101,0.6538,0.5437
S08584,1,1,1,99.63,50.27,20,0,0,0,51.7164,49.73,0.3828,0.5,0.4929
S08585,2,0,1,55.92,29.34,29,0,2,0,39.5714,80.66,0.2239,0.3,0.7091
S08586,1,1,1,85.03,99.73715417139816,30,5,1,0,61.424,5.2628,0.1802,0.6923,0.233
S08587,7,0,1,63.67,63.44,33,4,0,0,52.7366,36.56,0.1163,0.4538,0.4482
S08588,5,1,1,78.03,51.49,31,1,0,0,51.5249,48.51,0.083,0.5385,0.4791
S08589,5,1,1,78.37,46.87,36,4,0,0,60.3962,53.13,0.0877,0.6538,0.4377
S08590,7,0,1,36.95,12.42,19,5,1,1,35.6666,92.58,0.4872,0.4923,0.7224
S08591,4,0,1,50.53,21.04,9,3,2,1,31.3202,88.96,0.2987,0.4154,0.7424
S08592,4,1,1,95.8,47.01,27,4,0,0,62.0293,52.99,0.3296,0.6538,0.4314
S08593,2,1,1,68.22,40.22,18,6,1,0,49.5044,64.78,0.0532,0.7308,0.5032
S08594,4,0,1,100.0,45.83,25,2,0,0,58.6767,54.17,0.3879,0.3769,0.5171
S08595,2,1,0,91.65,66.09,44,5,0,0,72.3771,33.91,0.272,0.3923,0.3842
S08596,5,0,1,68.7,36.26,22,0,1,0,40.5308,68.74,0.0465,0.3,0.6581
S08597,8,0,1,3.532500000000013,98.9407846407436,24,0,0,0,15.6503,1.0592,0.951,0.3,0.4745
S08598,5,1,1,96.73,59.79,21,6,0,0,62.6881,40.21,0.3425,0.7308,0.3587
S08599,3,0,0,100.0,55.63,39,6,0,0,74.6741,44.37,0.3879,0.2308,0.4584
S08600,6,1,1,67.7,28.15,18,4,0,0,45.4503,71.85,0.0604,0.6538,0.5649
S08601,7,1,0,95.07,57.96,41,4,0,0,70.0423,42.04,0.3195,0.3538,0.4346
S08602,4,0,1,87.45,49.84,22,1,0,0,49.9539,50.16,0.2137,0.3385,0.5412
S08603,3,0,1,90.04,50.74,40,0,0,0,59.7448,49.26,0.2497,0.3,0.5129
S08604,6,0,1,73.52,50.77,30,3,2,0,52.9738,59.23,0.0204,0.4154,0.5477
S08605,2,0,1,61.91,23.04,15,0,0,0,33.6623,76.96,0.1407,0.3,0.715
S08606,8,1,1,56.18,48.01,28,5,0,0,48.6976,51.99,0.2203,0.6923,0.4644
S08607,3,0,1,52.44,17.41,25,3,0,0,41.5757,82.59,0.2722,0.4154,0.681
S08608,3,1,1,100.0,52.55,36,1,1,0,63.279,52.45,0.3879,0.5385,0.4537
S08609,6,0,1,72.16,46.91,15,4,1,0,45.4546,58.09,0.0015,0.4538,0.5598
S08610,1,0,1,54.83,27.77,23,2,0,0,39.4222,72.23,0.239,0.3769,0.6567
S08611,2,1,0,87.04,44.81,28,3,0,0,57.1954,55.19,0.208,0.3154,0.5417
S08612,2,0,1,64.82,20.42,20,5,0,0,47.4078,79.58,0.1003,0.4923,0.6293
S08613,4,1,0,62.24,43.85,19,1,1,0,38.0903,61.15,0.1362,0.2385,0.6517
S08614,5,1,0,100.0,41.095,32,2,0,0,62.8292,58.905,0.3879,0.2769,0.5465
S08615,2,1,0,52.04,31.95,22,2,0,1,37.713,68.05,0.2777,0.2769,0.671
S08616,3,0,1,75.53,39.66,22,1,1,0,45.1859,65.34,0.0483,0.3385,0.6186
S08617,7,0,1,63.14,10.19,5,1,0,0,30.1452,89.81,0.1237,0.3385,0.7691
S08618,8,1,0,60.74,16.27,21,1,1,0,38.6767,88.73,0.157,0.2385,0.7599
S08619,1,0,1,50.04,13.85,0,1,2,1,21.9391,96.15,0.3055,0.3385,0.8232
S08620,6,1,1,72.89,99.83980739118076,29,7,0,0,59.8209,0.1602,0.0117,0.7692,0.199
S08621,1,1,1,58.89,31.31,22,7,1,0,50.0684,73.69,0.1827,0.7692,0.5272
S08622,5,1,1,80.87,60.87,23,1,0,0,47.9151,39.13,0.1224,0.5385,0.4542
S08623,8,1,1,71.29,29.56,30,2,0,0,50.1588,70.44,0.0105,0.5769,0.562
S08624,7,1,1,67.31,42.56,19,2,0,0,42.0413,57.44,0.0658,0.5769,0.5384
S08625,2,0,1,58.97,40.57,21,0,0,0,36.0456,59.43,0.1815,0.3,0.6366
S08626,3,1,0,93.46,31.09,14,3,0,0,51.4583,68.91,0.2972,0.3154,0.6167
S08627,7,1,1,72.05,18.43,8,7,0,0,47.0273,81.57,0.0,0.7692,0.5694
S08628,7,0,1,61.78,47.69,17,3,1,1,40.566,57.31,0.1425,0.4154,0.5834
S08629,3,1,1,51.61,20.45,18,3,0,0,37.0912,79.55,0.2837,0.6154,0.6345
S08630,1,0,1,43.68,39.48,20,2,2,0,33.1826,70.52,0.3938,0.3769,0.6717
S08631,4,0,1,89.06,41.81,27,0,0,0,51.6409,58.19,0.2361,0.3,0.577
S08632,5,1,1,85.64,59.17,29,4,0,0,59.1517,40.83,0.1886,0.6538,0.3928
S08633,4,1,0,87.7,50.39,34,1,0,0,57.1726,49.61,0.2172,0.2385,0.5387
S08634,8,0,1,70.2,47.28,22,3,0,0,46.9001,52.72,0.0257,0.4154,0.5429
S08635,7,1,1,84.09,56.24,31,3,0,0,57.7951,43.76,0.1671,0.6154,0.4189
S08636,7,0,1,87.41,59.07,19,7,0,0,59.6967,40.93,0.2132,0.5692,0.4125
S08637,1,0,1,72.05,46.86,9,3,2,0,39.9282,63.14,0.0,0.4154,0.609
S08638,7,0,1,66.63,41.65,16,3,1,0,41.9128,63.35,0.0752,0.4154,0.6029
S08639,7,1,1,57.36,31.4,23,6,3,0,48.1265,83.6,0.2039,0.7308,0.5833
S08640,4,0,0,78.39,23.11,22,0,1,0,44.4068,81.89,0.088,0.0,0.7721
S08641,5,0,1,80.39,95.05515604839503,31,1,0,0,52.4689,4.9448,0.1158,0.3385,0.3515
S08642,7,1,0,65.9,29.69,12,5,0,0,43.094,70.31,0.0854,0.3923,0.6323
S08643,8,0,0,67.67,50.31,16,0,1,0,36.5595,54.69,0.0608,0.0,0.6908
S08644,5,0,1,68.74,52.47,23,0,0,0,41.1401,47.53,0.0459,0.3,0.5711
S08645,1,0,1,83.87,41.095,21,2,0,0,49.8518,58.905,0.1641,0.3769,0.5669
S08646,5,1,1,51.39,31.82,11,1,0,0,29.0045,68.18,0.2867,0.5385,0.6366
S08647,6,1,1,55.42,40.04,0,6,0,0,33.7065,59.96,0.2308,0.7308,0.5392
S08648,1,1,0,55.71,26.61,23,4,0,0,43.6204,73.39,0.2268,0.3538,0.6524
S08649,7,0,1,69.77,41.06,21,0,0,0,40.3656,58.94,0.0316,0.3,0.6195
S08650,2,0,1,76.73,31.71,17,1,0,0,42.6998,68.29,0.065,0.3385,0.6391
S08651,8,1,1,55.97,45.28,31,3,1,0,46.5471,59.72,0.2232,0.6154,0.5221
S08652,5,0,1,85.64,39.78,21,1,0,0,48.6367,60.22,0.1886,0.3385,0.586
S08653,3,0,0,93.94,32.87,26,0,0,0,52.9997,67.13,0.3038,0.0,0.683
S08654,1,0,1,78.21,51.89,17,4,2,0,49.0611,58.11,0.0855,0.4538,0.5473
S08655,1,0,1,88.84,53.34,37,0,0,0,57.4852,46.66,0.233,0.3,0.5104
S08656,6,0,1,58.27,51.85,29,1,2,0,42.4345,58.15,0.1913,0.3385,0.5995
S08657,4,1,1,58.63,50.0,28,0,0,0,40.0622,50.0,0.1863,0.5,0.5348
S08658,7,0,1,79.72,53.12,36,3,0,0,59.0132,46.88,0.1065,0.4154,0.4771
S08659,2,1,1,71.42,22.53,17,5,0,0,48.2681,77.47,0.0087,0.6923,0.5679
S08660,8,0,1,58.6,43.27,31,2,0,0,45.676,56.73,0.1867,0.3769,0.5728
S08661,8,1,0,93.38,99.13986075376069,59,7,0,0,85.8135,0.8601,0.296,0.4692,0.1858
S08662,1,1,1,76.48,59.62,12,7,0,0,51.1722,40.38,0.0615,0.7692,0.3901
S08663,6,1,1,82.53,50.33,23,2,0,0,50.5022,49.67,0.1455,0.5769,0.4777
S08664,8,0,1,61.89,50.29,21,5,2,0,46.829,59.71,0.141,0.4923,0.5519
S08665,3,1,1,97.2,54.7,26,3,0,0,60.073,45.3,0.3491,0.6154,0.4171
S08666,1,0,1,69.66,53.67,23,0,1,0,41.5081,51.33,0.0332,0.3,0.585
S08667,8,1,1,87.29,57.71,32,3,0,0,59.6683,42.29,0.2115,0.6154,0.4065
S08668,4,1,1,63.26,33.78,23,4,1,0,46.6404,71.22,0.122,0.6538,0.5582
S08669,1,1,1,74.53,56.31,29,6,0,0,58.5539,43.69,0.0344,0.7308,0.3871
S08670,7,1,1,80.37,28.75,24,1,0,0,48.3084,71.25,0.1155,0.5385,0.5813
S08671,6,1,1,100.0,68.61,27,1,0,0,57.94,31.39,0.3879,0.5385,0.3881
S08672,1,1,1,65.4,46.05,8,6,1,0,42.4442,58.95,0.0923,0.7308,0.5045
S08673,3,0,1,75.04,47.4,23,4,1,0,51.3524,57.6,0.0415,0.4538,0.5372
S08674,1,0,0,80.88,37.92,21,1,0,0,46.7327,62.08,0.1226,0.0385,0.6751
S08675,8,1,1,72.05,16.37,14,4,0,0,44.8174,83.63,0.0,0.6538,0.6142
S08676,1,1,1,39.38,24.49,0,2,2,0,19.5982,85.51,0.4534,0.5769,0.7292
S08677,7,0,1,57.06,31.69,22,4,1,0,43.5672,73.31,0.208,0.4538,0.6273
S08678,5,0,1,86.51,31.3,32,3,1,0,59.3563,73.7,0.2007,0.4154,0.5832
S08679,5,0,1,97.75,44.66,19,3,0,0,56.1404,55.34,0.3567,0.4154,0.521
S08680,7,0,1,58.16,15.33,22,4,0,0,44.0072,84.67,0.1928,0.4538,0.6712
S08681,8,0,0,53.75,25.43,9,4,0,0,34.5313,74.57,0.254,0.1538,0.739
S08682,2,0,1,95.02,44.57,24,6,0,0,63.7837,55.43,0.3188,0.5308,0.4658
S08683,1,0,1,63.52,35.85,20,2,1,0,41.1186,69.15,0.1184,0.3769,0.6385
S08684,1,1,1,66.42,26.35,21,3,0,0,44.7949,73.65,0.0781,0.6154,0.584
S08685,6,0,1,93.89,68.7,35,4,0,0,66.011,31.3,0.3031,0.4538,0.3807
S08686,5,0,1,91.42,30.26,21,5,0,0,58.641,69.74,0.2688,0.4923,0.5506
S08687,1,0,0,86.01,53.78,20,9,1,0,63.5761,51.22,0.1938,0.3462,0.4958
S08688,2,0,1,46.33,40.72,22,2,0,0,35.429,59.28,0.357,0.3769,0.6189
S08689,5,0,0,53.12,15.42,14,5,0,1,39.1685,84.58,0.2627,0.1923,0.7532
S08690,6,0,1,88.81,46.56,31,5,1,0,63.5292,58.44,0.2326,0.4923,0.4883
S08691,3,0,1,76.77,41.33,20,0,1,0,42.5724,63.67,0.0655,0.3,0.6307
S08692,8,1,1,60.33,17.25,22,1,0,0,39.1059,82.75,0.1627,0.5385,0.6595
S08693,8,0,1,66.83,25.05,1,2,1,0,31.1714,79.95,0.0724,0.3769,0.7165
S08694,7,0,1,88.66,39.79,38,0,0,0,58.0064,60.21,0.2305,0.3,0.5628
S08695,4,0,1,72.05,49.48,27,0,0,0,44.8369,50.52,0.0,0.3,0.5702
S08696,8,0,1,71.91,28.52,12,3,0,0,41.6519,71.48,0.0019,0.4154,0.6363
S08697,6,0,1,61.7,31.6,10,0,0,0,30.6122,68.4,0.1437,0.3,0.6915
S08698,5,0,1,67.87,32.7,19,3,1,0,44.1884,72.3,0.058,0.4154,0.6307
S08699,4,0,1,92.15,54.64,29,5,0,0,63.6788,45.36,0.279,0.4923,0.4355
S08700,7,0,1,91.85,45.04,31,1,2,0,57.0529,64.96,0.2748,0.3385,0.5755
S08701,5,1,1,72.05,3.09,14,0,1,0,37.1251,100.0,0.0,0.5,0.7451
S08702,2,0,1,64.06,41.095,27,0,0,0,41.6409,58.905,0.1109,0.3,0.6149
S08703,8,0,1,88.24,32.66,24,0,0,0,49.5333,67.34,0.2247,0.3,0.621
S08704,1,0,1,96.34,61.44,27,0,0,0,54.5529,38.56,0.3371,0.3,0.4883
S08705,6,0,1,50.2,14.11,13,2,1,1,31.638,90.89,0.3033,0.3769,0.7586
S08706,6,1,0,68.51,50.78,22,2,0,0,44.301,49.22,0.0491,0.2769,0.5726
S08707,5,0,1,89.34,96.043831238164,28,0,0,0,52.3462,3.9562,0.24,0.3,0.3576
S08708,1,0,1,73.11,96.44496729123516,18,3,1,0,45.6912,8.555,0.0147,0.4154,0.3705
S08709,4,1,0,64.67,46.38,17,3,0,0,41.722,53.62,0.1024,0.3154,0.5896
S08710,8,0,1,74.78,21.43,33,2,0,0,53.3344,78.57,0.0379,0.3769,0.6334
S08711,2,0,1,77.56,46.21,33,0,2,0,50.6003,63.79,0.0765,0.3,0.6031
S08712,6,1,1,55.1,31.0,22,13,1,0,60.0908,74.0,0.2353,1.0,0.4357
S08713,7,1,1,73.36,36.91,24,1,0,0,45.5044,63.09,0.0182,0.5385,0.5585
S08714,8,0,0,77.51,52.55,43,2,0,0,60.3586,47.45,0.0758,0.0769,0.5593
S08715,5,1,1,64.64,35.05,23,4,1,0,47.1924,69.95,0.1028,0.6538,0.5512
S08716,3,0,1,60.31,20.16,20,6,1,0,47.5269,84.84,0.1629,0.5308,0.6403
S08717,6,1,1,63.93,39.41,18,5,1,0,45.8654,65.59,0.1127,0.6923,0.5288
S08718,4,0,0,57.44,41.095,20,0,1,0,34.8404,63.905,0.2028,0.0,0.7337
S08719,6,1,1,84.76,38.14,22,3,0,0,52.7241,61.86,0.1764,0.6154,0.5091
S08720,6,0,1,57.25,35.81,25,2,1,0,41.5767,69.19,0.2054,0.3769,0.637
S08721,6,0,1,74.84,45.98,13,1,0,0,39.5709,54.02,0.0387,0.3385,0.593
S08722,2,0,0,66.39,51.88,15,2,0,0,39.3005,48.12,0.0786,0.0769,0.6357
S08723,7,1,1,61.41,10.54,7,5,0,0,38.3319,89.46,0.1477,0.6923,0.6506
S08724,5,1,1,92.57,60.09,24,0,0,0,51.2653,39.91,0.2848,0.5,0.4552
S08725,8,1,0,70.04,99.55649553026346,19,1,0,0,41.2103,0.4435,0.0279,0.2385,0.3979
S08726,6,1,1,61.96,41.34,26,0,0,0,40.2077,58.66,0.14,0.5,0.5689
S08727,8,0,1,60.52,48.35,29,4,0,0,49.1037,51.65,0.16,0.4538,0.5213
S08728,8,1,1,77.09,68.35,40,9,0,0,71.8725,31.65,0.07,0.8462,0.2635
S08729,8,0,1,84.4,41.81,28,3,0,0,56.1394,58.19,0.1714,0.4154,0.5324
S08730,6,1,1,91.06,83.65,28,3,0,0,58.8034,16.35,0.2638,0.6154,0.3057
S08731,5,1,1,69.49,29.0,28,7,2,0,57.8677,81.0,0.0355,0.7692,0.5292
S08732,1,0,1,68.58,31.27,14,0,0,0,35.7371,68.73,0.0482,0.3,0.6748
S08733,4,0,0,73.96,43.41,15,0,2,0,38.4823,66.59,0.0265,0.0,0.7317
S08734,4,1,1,74.51,34.79,20,3,0,0,47.4376,65.21,0.0341,0.6154,0.541
S08735,7,1,1,60.42,32.22,18,0,1,0,34.846,72.78,0.1614,0.5,0.6442
S08736,5,1,1,93.94,50.17,14,8,1,0,61.2657,54.83,0.3038,0.8077,0.403
S08737,4,0,0,72.33,46.76,31,5,0,0,56.9372,53.24,0.0039,0.1923,0.5656
S08738,2,0,1,80.02,62.93,27,3,0,0,53.7942,37.07,0.1106,0.4154,0.4562
S08739,6,1,1,78.37,60.7,31,8,0,0,65.1224,39.3,0.0877,0.8077,0.3273
S08740,4,1,1,78.06,32.2,12,2,0,0,42.1888,67.8,0.0834,0.5769,0.5793
S08741,1,0,0,56.94,32.04,12,3,2,0,35.6639,77.96,0.2097,0.1154,0.7582
S08742,3,1,0,71.9,46.85,17,2,0,0,42.6909,53.15,0.0021,0.2769,0.594
S08743,8,1,1,100.0,41.095,31,4,1,1,66.0821,63.905,0.3879,0.6538,0.4609
S08744,1,1,1,95.81,56.05,31,2,0,0,60.56,43.95,0.3298,0.5769,0.4196
S08745,4,1,1,74.36,40.95,30,4,1,0,55.2329,64.05,0.0321,0.6538,0.4994
S08746,5,1,1,72.05,36.67,21,7,1,0,54.7392,68.33,0.0,0.7692,0.4894
S08747,1,1,1,38.73,36.97,5,0,0,1,18.4581,63.03,0.4625,0.5,0.6625
S08748,2,0,1,64.54,52.94,37,1,0,0,49.6882,47.06,0.1042,0.3385,0.5297
S08749,8,0,1,70.82,42.99,20,0,3,1,40.1924,72.01,0.0171,0.3,0.6724
S08750,5,1,1,67.24,26.33,13,5,1,0,44.2232,78.67,0.0668,0.6923,0.5868
S08751,2,1,0,68.28,42.18,6,5,0,0,40.4867,57.82,0.0523,0.3923,0.5915
S08752,2,0,1,81.34,35.06,27,0,0,0,48.5529,64.94,0.1289,0.3,0.6148
S08753,4,1,0,56.99,33.07,23,2,0,0,40.2862,66.93,0.209,0.2769,0.6575
S08754,6,0,1,76.09,42.17,15,2,0,0,43.1805,57.83,0.0561,0.3769,0.586
S08755,6,0,1,70.35,44.45,27,3,0,0,49.9262,55.55,0.0236,0.4154,0.5436
S08756,2,1,0,58.77,28.83,18,5,2,0,43.8014,81.17,0.1843,0.3923,0.6733
S08757,6,1,1,97.11,40.42,17,3,0,0,54.698,59.58,0.3478,0.6154,0.493
S08758,8,0,1,83.22,41.095,31,2,0,0,55.524,58.905,0.155,0.3769,0.5471
S08759,2,0,1,60.2,19.74,16,0,1,0,33.5715,85.26,0.1645,0.3,0.7485
S08760,1,0,0,3.532500000000013,97.01968384506432,16,3,1,0,16.6738,7.9803,0.951,0.1154,0.5447
S08761,8,0,1,51.16,29.47,23,4,0,1,41.8004,70.53,0.2899,0.4538,0.6224
S08762,5,0,1,62.05,28.61,26,4,0,0,47.936,71.39,0.1388,0.4538,0.6043
S08763,7,0,1,91.91,43.84,20,0,0,0,48.6284,56.16,0.2756,0.3,0.5794
S08764,3,0,1,77.27,42.16,27,3,1,0,52.6942,62.84,0.0724,0.4154,0.5631
S08765,3,1,1,76.07,32.04,26,5,0,0,55.4671,67.96,0.0558,0.6923,0.5046
S08766,2,1,0,86.8,62.6,27,3,0,0,56.5062,37.4,0.2047,0.3154,0.473
S08767,2,1,1,81.17,46.41,22,2,1,0,49.365,58.59,0.1266,0.5769,0.5174
S08768,4,0,1,68.01,27.04,20,0,1,0,39.0684,77.96,0.0561,0.3,0.7001
S08769,1,0,1,86.05,44.45,35,0,0,1,55.1827,55.55,0.1943,0.3,0.5541
S08770,7,0,0,46.67,8.87,22,3,0,0,37.4881,91.13,0.3523,0.1154,0.8045
S08771,5,1,1,61.99,29.42,3,4,1,0,34.268,75.58,0.1396,0.6538,0.6189
S08772,8,0,1,70.55,97.33406753428253,5,4,1,0,38.8784,7.6659,0.0208,0.4538,0.3811
S08773,5,1,1,80.22,22.4,11,0,0,0,38.6134,77.6,0.1134,0.5,0.6503
S08774,3,0,1,67.13,22.06,10,0,1,0,32.7842,82.94,0.0683,0.3,0.742
S08775,5,1,1,45.24,15.25,7,2,1,0,26.0947,89.75,0.3721,0.5769,0.7234
S08776,2,0,1,43.13,12.56,22,4,0,0,37.9952,87.44,0.4014,0.4538,0.7033
S08777,7,0,1,70.98,64.86,22,4,0,0,49.1352,35.14,0.0149,0.4538,0.4551
S08778,6,1,1,64.83,45.8,20,2,0,0,41.6426,54.2,0.1002,0.5769,0.5268
S08779,2,0,1,58.35,19.0,17,0,0,0,33.4247,81.0,0.1901,0.3,0.732
S08780,5,1,1,55.84,41.44,26,0,0,0,37.7597,58.56,0.225,0.5,0.5771
S08781,5,0,1,74.01,32.76,10,7,0,0,48.9977,67.24,0.0272,0.5692,0.5552
S08782,2,1,1,91.53,54.41,32,3,0,0,61.3643,45.59,0.2704,0.6154,0.4137
S08783,1,1,1,74.01,38.83,26,3,0,0,50.797,61.17,0.0272,0.6154,0.513
S08784,7,0,0,91.73,52.61,19,1,0,0,49.8863,47.39,0.2731,0.0385,0.6053
S08785,3,1,1,66.39,52.48,25,6,0,0,52.925,47.52,0.0786,0.7308,0.4221
S08786,5,1,1,78.65,46.78,28,3,0,0,53.8394,53.22,0.0916,0.6154,0.4706
S08787,2,1,1,92.28,98.9203718696104,29,0,0,0,54.1154,1.0796,0.2808,0.5,0.2899
S08788,6,0,0,69.63,29.33,2,4,0,0,36.7307,70.67,0.0336,0.1538,0.7157
S08789,1,0,1,72.39,51.98,30,2,0,0,50.5988,48.02,0.0047,0.3769,0.5208
S08790,3,1,1,66.38,46.71,22,5,0,0,49.2182,53.29,0.0787,0.6923,0.4678
S08791,5,0,0,80.89,44.09,29,6,0,0,61.0979,55.91,0.1227,0.2308,0.5521
S08792,4,1,1,85.53,19.8,0,4,0,0,41.9043,80.2,0.1871,0.6538,0.6107
S08793,5,0,1,77.27,52.37,20,1,0,0,44.6955,47.63,0.0724,0.3385,0.5495
S08794,2,1,1,68.56,30.7,10,4,0,0,41.0485,69.3,0.0484,0.6538,0.5701
S08795,4,0,1,49.5,36.36,22,2,0,0,36.697,63.64,0.313,0.3769,0.6319
S08796,7,1,1,71.27,54.76,13,1,1,0,38.1429,50.24,0.0108,0.5385,0.5328
S08797,3,0,1,69.12,49.95,33,3,0,0,52.9935,50.05,0.0407,0.4154,0.5109
S08798,2,0,1,75.54,52.52,31,6,1,0,60.1443,52.48,0.0484,0.5308,0.4667
S08799,7,0,1,73.75,40.48,25,2,0,0,48.1767,59.52,0.0236,0.3769,0.5752
S08800,7,1,1,95.59,65.42,40,4,0,0,69.6571,34.58,0.3267,0.6538,0.3311
S08801,6,0,1,61.55,8.5,11,1,0,0,33.0685,91.5,0.1457,0.3385,0.7656
S08802,7,1,1,48.37,0.76,8,3,0,1,29.863,99.24,0.3287,0.6154,0.7386
S08803,7,0,1,54.86,35.99,24,1,2,0,38.1044,74.01,0.2386,0.3385,0.678
S08804,6,1,1,62.5,14.95,11,2,1,0,35.3716,90.05,0.1325,0.5769,0.6922
S08805,5,1,1,88.23,61.26,18,3,0,0,51.7392,38.74,0.2246,0.6154,0.42
S08806,1,0,1,52.54,37.96,13,1,0,0,30.6509,62.04,0.2708,0.3385,0.6563
S08807,5,0,0,54.54,41.095,9,4,0,0,34.8473,58.905,0.243,0.1538,0.6752
S08808,3,0,1,78.21,47.61,40,4,0,0,62.7051,52.39,0.0855,0.4538,0.4766
S08809,7,1,1,84.74,53.57,33,2,0,0,57.3184,46.43,0.1761,0.5769,0.4409
S08810,4,1,0,48.76,23.22,9,7,2,1,38.3045,86.78,0.3232,0.4692,0.6958
S08811,8,0,1,45.42,17.51,5,3,0,0,26.9033,82.49,0.3696,0.4154,0.7319
S08812,5,1,0,60.2,24.5,21,4,1,0,44.2299,80.5,0.1645,0.3538,0.6787
S08813,5,1,1,81.86,47.3,35,2,1,0,57.3529,57.7,0.1362,0.5769,0.4858
S08814,8,1,1,74.15,34.73,26,4,1,0,52.776,70.27,0.0291,0.6538,0.5329
S08815,4,0,1,60.75,34.7,11,0,0,0,30.8254,65.3,0.1568,0.3,0.6783
S08816,4,1,1,83.09,35.05,15,0,0,0,42.1343,64.95,0.1532,0.5,0.5873
S08817,3,0,1,73.86,52.34,22,4,0,0,50.2872,47.66,0.0251,0.4538,0.5012
S08818,8,1,1,70.39,31.85,24,4,1,0,50.0856,73.15,0.023,0.6538,0.5539
S08819,7,0,1,47.78,21.5,10,4,1,1,32.7365,83.5,0.3368,0.4538,0.706
S08820,2,1,0,60.44,40.91,26,4,2,0,47.292,69.09,0.1611,0.3538,0.6224
S08821,4,1,1,100.0,57.88,37,4,1,0,69.6415,47.12,0.3879,0.6538,0.3813
S08822,3,1,1,66.96,32.42,23,0,0,0,40.4281,67.58,0.0706,0.5,0.6038
S08823,6,0,1,57.65,41.36,21,4,2,1,43.2099,68.64,0.1999,0.4538,0.6099
S08824,1,1,1,66.27,27.68,9,2,1,0,35.6931,77.32,0.0802,0.5769,0.6401
S08825,6,0,0,73.79,49.96,19,6,0,0,52.3256,50.04,0.0241,0.2308,0.5593
S08826,6,1,1,85.25,42.72,19,2,0,0,49.2173,57.28,0.1832,0.5769,0.5126
S08827,2,0,1,81.32,53.13,29,3,0,0,55.5006,46.87,0.1287,0.4154,0.4894
S08828,2,1,1,61.85,34.61,11,3,0,0,37.0347,65.39,0.1416,0.6154,0.5781
S08829,6,0,1,91.07,34.83,30,2,0,0,58.0708,65.17,0.264,0.3769,0.5632
S08830,3,0,1,84.22,65.19,26,4,0,0,56.804,34.81,0.1689,0.4538,0.427
S08831,8,0,1,65.32,23.13,25,1,0,0,42.8816,76.87,0.0934,0.3385,0.6728
S08832,7,0,1,70.08,44.6,12,4,0,0,42.843,55.4,0.0273,0.4538,0.5582
S08833,8,0,1,81.01,42.9,29,3,0,0,55.3766,57.1,0.1244,0.4154,0.5307
S08834,5,1,1,88.12,44.93,20,5,0,0,56.7278,55.07,0.223,0.6923,0.4487
S08835,8,1,1,49.22,16.91,7,1,1,0,25.7636,88.09,0.3169,0.5385,0.7276
S08836,1,1,1,73.06,49.94,22,5,0,0,51.8902,50.06,0.014,0.6923,0.4455
S08837,3,1,1,71.53,37.08,32,3,0,0,53.3643,62.92,0.0072,0.6154,0.5111
S08838,1,0,0,63.44,20.66,13,0,0,0,33.0879,79.34,0.1195,0.0,0.8016
S08839,6,0,1,63.36,41.35,5,1,0,0,30.2332,58.65,0.1206,0.3385,0.6442
S08840,5,0,1,72.05,59.41,21,3,0,0,47.0469,40.59,0.0,0.4154,0.4938
S08841,3,0,1,80.02,41.97,22,2,0,0,48.905,58.03,0.1106,0.3769,0.5667
S08842,3,1,1,100.0,51.6,47,7,0,0,81.3429,48.4,0.3879,0.7692,0.3166
S08843,6,1,1,63.45,31.77,22,4,0,0,46.1232,68.23,0.1194,0.6538,0.548
S08844,2,1,0,74.06,33.92,17,4,1,0,47.4011,71.08,0.0279,0.3538,0.63
