student_id,semester,hostel_resident,internet_access,attendance_percentage,avg_assignment_score,lms_login_frequency,library_visits_per_month,disciplinary_actions,dropout
S08612,2,0,1,64.82,20.42,20.0,5.0,0,0
S08613,4,1,0,62.24,43.85,19.0,1.0,1,0
S08614,5,1,0,100.0,,32.0,2.0,0,0
S08615,2,1,0,52.04,31.95,,2.0,0,1
S08616,3,0,1,75.53,39.66,,1.0,1,0
S08617,7,0,1,63.14,10.19,5.0,1.0,0,0
S08618,8,1,0,60.74,16.27,21.0,1.0,1,0
S08619,1,0,1,50.04,13.85,0.0,1.0,2,1
S08620,6,1,1,72.89,99.83980739118077,29.0,7.0,0,0
S08621,1,1,1,58.89,31.31,22.0,7.0,1,0
S08622,5,1,1,80.87,60.87,23.0,1.0,0,0
S08623,8,1,1,71.29,29.56,30.0,2.0,0,0
S08624,7,1,1,67.31,42.56,19.0,2.0,0,0
S08625,2,0,1,58.97,40.57,21.0,0.0,0,0
S08626,3,1,0,93.46,31.09,14.0,,0,0
S08627,7,1,1,,18.43,8.0,7.0,0,0
S08628,7,0,1,61.78,47.69,17.0,3.0,1,1
S08629,3,1,1,51.61,20.45,18.0,3.0,0,0
S08630,1,0,1,43.68,39.48,20.0,2.0,2,0
S08631,4,0,1,89.06,41.81,27.0,0.0,0,0
S08632,5,1,1,85.64,59.17,29.0,4.0,0,0
S08633,4,1,0,87.7,50.39,34.0,1.0,0,0
S08634,8,0,1,70.2,47.28,,3.0,0,0
S08635,7,1,1,84.09,56.24,31.0,,0,0
S08636,7,0,1,87.41,59.07,19.0,7.0,0,0
S08637,1,0,1,,46.86,9.0,3.0,2,0
S08638,7,0,1,66.63,41.65,16.0,3.0,1,0
S08639,7,1,1,57.36,31.4,23.0,6.0,3,0
S08640,4,0,0,78.39,23.11,,0.0,1,0
S08641,5,0,1,80.39,95.05515604839503,31.0,1.0,0,0
S08642,7,1,0,65.9,29.69,12.0,5.0,0,0
S08643,8,0,0,67.67,50.31,16.0,0.0,1,0
S08644,5,0,1,68.74,52.47,23.0,0.0,0,0
S08645,1,0,1,83.87,,21.0,2.0,0,0
S08646,5,1,1,51.39,31.82,11.0,1.0,0,0
S08647,6,1,1,55.42,40.04,0.0,6.0,0,0
S08648,1,1,0,55.71,26.61,23.0,4.0,0,0
S08649,7,0,1,69.77,41.06,21.0,0.0,0,0
S08650,2,0,1,76.73,31.71,17.0,1.0,0,0
S08651,8,1,1,55.97,45.28,31.0,3.0,1,0
S08652,5,0,1,85.64,39.78,21.0,1.0,0,0
S08653,3,0,0,93.94,32.87,26.0,0.0,0,0
S08654,1,0,1,78.21,51.89,17.0,4.0,2,0
S08655,1,0,1,88.84,53.34,37.0,0.0,0,0
S08656,6,0,1,58.27,51.85,29.0,1.0,2,0
S08657,4,1,1,58.63,50.0,28.0,0.0,0,0
S08658,7,0,1,79.72,53.12,36.0,3.0,0,0
S08659,2,1,1,71.42,22.53,17.0,5.0,0,0
S08660,8,0,1,58.6,43.27,31.0,2.0,0,0
S08661,8,1,0,93.38,99.13986075376067,59.0,7.0,0,0
S08662,1,1,1,76.48,59.62,12.0,7.0,0,0
S08663,6,1,1,82.53,50.33,23.0,2.0,0,0
S08664,8,0,1,61.89,50.29,21.0,5.0,2,0
S08665,3,1,1,97.2,54.7,26.0,,0,0
S08666,1,0,1,69.66,53.67,23.0,0.0,1,0
S08667,8,1,1,87.29,57.71,32.0,,0,0
S08668,4,1,1,63.26,33.78,23.0,4.0,1,0
S08669,1,1,1,74.53,56.31,29.0,6.0,0,0
S08670,7,1,1,80.37,28.75,24.0,1.0,0,0
S08671,6,1,1,100.0,68.61,27.0,1.0,0,0
S08672,1,1,1,65.4,46.05,8.0,6.0,1,0
S08673,3,0,1,75.04,47.4,23.0,4.0,1,0
S08674,1,0,0,80.88,37.92,21.0,1.0,0,0
S08675,8,1,1,,16.37,14.0,4.0,0,0
S08676,1,1,1,39.38,24.49,0.0,2.0,2,0
S08677,7,0,1,57.06,31.69,,4.0,1,0
S08678,5,0,1,86.51,31.3,32.0,3.0,1,0
S08679,5,0,1,97.75,44.66,19.0,3.0,0,0
S08680,7,0,1,58.16,15.33,,4.0,0,0
S08681,8,0,0,53.75,25.43,9.0,4.0,0,0
S08682,2,0,1,95.02,44.57,24.0,6.0,0,0
S08683,1,0,1,63.52,35.85,20.0,2.0,1,0
S08684,1,1,1,66.42,26.35,21.0,,0,0
S08685,6,0,1,93.89,68.7,35.0,4.0,0,0
S08686,5,0,1,91.42,30.26,21.0,5.0,0,0
S08687,1,0,0,86.01,53.78,20.0,9.0,1,0
S08688,2,0,1,46.33,40.72,22.0,2.0,0,0
S08689,5,0,0,53.12,15.42,14.0,5.0,0,1
S08690,6,0,1,88.81,46.56,31.0,5.0,1,0
S08691,3,0,1,76.77,41.33,20.0,0.0,1,0
S08692,8,1,1,60.33,17.25,22.0,1.0,0,0
S08693,8,0,1,66.83,25.05,1.0,2.0,1,0
S08694,7,0,1,88.66,39.79,38.0,0.0,0,0
S08695,4,0,1,,49.48,27.0,0.0,0,0
S08696,8,0,1,71.91,28.52,12.0,3.0,0,0
S08697,6,0,1,61.7,31.6,10.0,0.0,0,0
S08698,5,0,1,67.87,32.7,19.0,,1,0
S08699,4,0,1,92.15,54.64,29.0,5.0,0,0
S08700,7,0,1,91.85,45.04,31.0,1.0,2,0
S08701,5,1,1,,3.09,14.0,0.0,1,0
S08702,2,0,1,64.06,,27.0,0.0,0,0
S08703,8,0,1,88.24,32.66,24.0,0.0,0,0
S08704,1,0,1,96.34,61.44,27.0,0.0,0,0
S08705,6,0,1,50.2,14.11,13.0,2.0,1,1
S08706,6,1,0,68.51,50.78,,2.0,0,0
S08707,5,0,1,89.34,96.043831238164,28.0,0.0,0,0
S08708,1,0,1,73.11,96.44496729123516,18.0,3.0,1,0
S08709,4,1,0,64.67,46.38,17.0,3.0,0,0
S08710,8,0,1,74.78,21.43,33.0,2.0,0,0
S08711,2,0,1,77.56,46.21,33.0,0.0,2,0
S08712,6,1,1,55.1,31.0,,13.0,1,0
S08713,7,1,1,73.36,36.91,24.0,1.0,0,0
S08714,8,0,0,77.51,52.55,43.0,2.0,0,0
S08715,5,1,1,64.64,35.05,23.0,4.0,1,0
S08716,3,0,1,60.31,20.16,20.0,6.0,1,0
S08717,6,1,1,63.93,39.41,18.0,5.0,1,0
S08718,4,0,0,57.44,,20.0,0.0,1,0
S08719,6,1,1,84.76,38.14,,3.0,0,0
S08720,6,0,1,57.25,35.81,25.0,2.0,1,0
S08721,6,0,1,74.84,45.98,13.0,1.0,0,0
S08722,2,0,0,66.39,51.88,15.0,2.0,0,0
S08723,7,1,1,61.41,10.54,7.0,5.0,0,0
S08724,5,1,1,92.57,60.09,24.0,0.0,0,0
S08725,8,1,0,70.04,99.55649553026346,19.0,1.0,0,0
S08726,6,1,1,61.96,41.34,26.0,0.0,0,0
S08727,8,0,1,60.52,48.35,29.0,4.0,0,0
S08728,8,1,1,77.09,68.35,40.0,9.0,0,0
S08729,8,0,1,84.4,41.81,28.0,,0,0
S08730,6,1,1,91.06,83.65,28.0,3.0,0,0
S08731,5,1,1,69.49,29.0,28.0,7.0,2,0
S08732,1,0,1,68.58,31.27,14.0,0.0,0,0
S08733,4,0,0,73.96,43.41,15.0,0.0,2,0
S08734,4,1,1,74.51,34.79,20.0,3.0,0,0
S08735,7,1,1,60.42,32.22,18.0,0.0,1,0
S08736,5,1,1,93.94,50.17,14.0,8.0,1,0
S08737,4,0,0,72.33,46.76,31.0,5.0,0,0
S08738,2,0,1,80.02,62.93,27.0,3.0,0,0
S08739,6,1,1,78.37,60.7,31.0,8.0,0,0
S08740,4,1,1,78.06,32.2,12.0,2.0,0,0
S08741,1,0,0,56.94,32.04,12.0,3.0,2,0
S08742,3,1,0,71.9,46.85,17.0,2.0,0,0
S08743,8,1,1,100.0,,31.0,4.0,1,1
S08744,1,1,1,95.81,56.05,31.0,2.0,0,0
S08745,4,1,1,74.36,40.95,30.0,4.0,1,0
S08746,5,1,1,,36.67,21.0,7.0,1,0
S08747,1,1,1,38.73,36.97,5.0,0.0,0,1
S08748,2,0,1,64.54,52.94,37.0,1.0,0,0
S08749,8,0,1,70.82,42.99,20.0,0.0,3,1
S08750,5,1,1,67.24,26.33,13.0,5.0,1,0
S08751,2,1,0,68.28,42.18,6.0,5.0,0,0
S08752,2,0,1,81.34,35.06,27.0,0.0,0,0
S08753,4,1,0,56.99,33.07,23.0,2.0,0,0
S08754,6,0,1,76.09,42.17,15.0,2.0,0,0
S08755,6,0,1,70.35,44.45,27.0,3.0,0,0
S08756,2,1,0,58.77,28.83,18.0,5.0,2,0
S08757,6,1,1,97.11,40.42,17.0,3.0,0,0
S08758,8,0,1,83.22,,31.0,2.0,0,0
S08759,2,0,1,60.2,19.74,16.0,0.0,1,0
S08760,1,0,0,2.008544883704504,97.01968384506432,16.0,3.0,1,0
S08761,8,0,1,51.16,29.47,23.0,4.0,0,1
S08762,5,0,1,62.05,28.61,26.0,4.0,0,0
S08763,7,0,1,91.91,43.84,20.0,0.0,0,0
S08764,3,0,1,77.27,42.16,27.0,,1,0
S08765,3,1,1,76.07,32.04,26.0,5.0,0,0
S08766,2,1,0,86.8,62.6,27.0,3.0,0,0
S08767,2,1,1,81.17,46.41,22.0,2.0,1,0
S08768,4,0,1,68.01,27.04,20.0,0.0,1,0
S08769,1,0,1,86.05,44.45,35.0,0.0,0,1
S08770,7,0,0,46.67,8.87,,3.0,0,0
S08771,5,1,1,61.99,29.42,3.0,4.0,1,0
S08772,8,0,1,70.55,97.33406753428253,5.0,4.0,1,0
S08773,5,1,1,80.22,22.4,11.0,0.0,0,0
S08774,3,0,1,67.13,22.06,10.0,0.0,1,0
S08775,5,1,1,45.24,15.25,7.0,2.0,1,0
S08776,2,0,1,43.13,12.56,,4.0,0,0
S08777,7,0,1,70.98,64.86,22.0,4.0,0,0
S08778,6,1,1,64.83,45.8,20.0,2.0,0,0
S08779,2,0,1,58.35,19.0,17.0,0.0,0,0
S08780,5,1,1,55.84,41.44,26.0,0.0,0,0
S08781,5,0,1,74.01,32.76,10.0,7.0,0,0
S08782,2,1,1,91.53,54.41,32.0,,0,0
S08783,1,1,1,74.01,38.83,26.0,,0,0
S08784,7,0,0,91.73,52.61,19.0,1.0,0,0
S08785,3,1,1,66.39,52.48,25.0,6.0,0,0
S08786,5,1,1,78.65,46.78,28.0,3.0,0,0
S08787,2,1,1,92.28,98.92037186961039,29.0,0.0,0,0
S08788,6,0,0,69.63,29.33,2.0,4.0,0,0
S08789,1,0,1,72.39,51.98,30.0,2.0,0,0
S08790,3,1,1,66.38,46.71,22.0,5.0,0,0
S08791,5,0,0,80.89,44.09,29.0,6.0,0,0
S08792,4,1,1,85.53,19.8,0.0,4.0,0,0
S08793,5,0,1,77.27,52.37,20.0,1.0,0,0
S08794,2,1,1,68.56,30.7,10.0,4.0,0,0
S08795,4,0,1,49.5,36.36,,2.0,0,0
S08796,7,1,1,71.27,54.76,13.0,1.0,1,0
S08797,3,0,1,69.12,49.95,33.0,,0,0
S08798,2,0,1,75.54,52.52,31.0,6.0,1,0
S08799,7,0,1,73.75,40.48,25.0,2.0,0,0
S08800,7,1,1,95.59,65.42,40.0,4.0,0,0
S08801,6,0,1,61.55,8.5,11.0,1.0,0,0
S08802,7,1,1,48.37,0.76,8.0,3.0,0,1
S08803,7,0,1,54.86,35.99,24.0,1.0,2,0
S08804,6,1,1,62.5,14.95,11.0,2.0,1,0
S08805,5,1,1,88.23,61.26,18.0,3.0,0,0
S08806,1,0,1,52.54,37.96,13.0,1.0,0,0
S08807,5,0,0,54.54,,9.0,4.0,0,0
S08808,3,0,1,78.21,47.61,40.0,4.0,0,0
S08809,7,1,1,84.74,53.57,33.0,2.0,0,0
S08810,4,1,0,48.76,23.22,9.0,7.0,2,1
S08811,8,0,1,45.42,17.51,5.0,3.0,0,0
S08812,5,1,0,60.2,24.5,21.0,4.0,1,0
S08813,5,1,1,81.86,47.3,35.0,2.0,1,0
S08814,8,1,1,74.15,34.73,26.0,4.0,1,0
S08815,4,0,1,60.75,34.7,11.0,0.0,0,0
S08816,4,1,1,83.09,35.05,15.0,0.0,0,0
S08817,3,0,1,73.86,52.34,,4.0,0,0
S08818,8,1,1,70.39,31.85,24.0,4.0,1,0
S08819,7,0,1,47.78,21.5,10.0,4.0,1,1
S08820,2,1,0,60.44,40.91,26.0,4.0,2,0
S08821,4,1,1,100.0,57.88,37.0,4.0,1,0
S08822,3,1,1,66.96,32.42,23.0,0.0,0,0
S08823,6,0,1,57.65,41.36,21.0,4.0,2,1
S08824,1,1,1,66.27,27.68,9.0,2.0,1,0
S08825,6,0,0,73.79,49.96,19.0,6.0,0,0
S08826,6,1,1,85.25,42.72,19.0,2.0,0,0
S08827,2,0,1,81.32,53.13,29.0,,0,0
S08828,2,1,1,61.85,34.61,11.0,3.0,0,0
S08829,6,0,1,91.07,34.83,30.0,2.0,0,0
S08830,3,0,1,84.22,65.19,26.0,4.0,0,0
S08831,8,0,1,65.32,23.13,25.0,1.0,0,0
S08832,7,0,1,70.08,44.6,12.0,4.0,0,0
S08833,8,0,1,81.01,42.9,29.0,3.0,0,0
S08834,5,1,1,88.12,44.93,20.0,5.0,0,0
S08835,8,1,1,49.22,16.91,7.0,1.0,1,0
S08836,1,1,1,73.06,49.94,22.0,5.0,0,0
S08837,3,1,1,71.53,37.08,32.0,3.0,0,0
S08838,1,0,0,63.44,20.66,13.0,0.0,0,0
S08839,6,0,1,63.36,41.35,5.0,1.0,0,0
S08840,5,0,1,,59.41,21.0,3.0,0,0
S08841,3,0,1,80.02,41.97,22.0,2.0,0,0
S08842,3,1,1,100.0,51.6,47.0,7.0,0,0
S08843,6,1,1,63.45,31.77,22.0,4.0,0,0
S08844,2,1,0,74.06,33.92,17.0,4.0,1,0
S08845,5,1,1,76.65,95.8388976183665,23.0,1.0,1,0
S08846,5,0,1,85.44,70.25,40.0,3.0,0,0
S08847,2,1,1,92.38,56.69,28.0,0.0,0,0
S08848,2,0,1,73.4,38.07,21.0,0.0,0,0
S08849,3,1,1,55.58,17.71,13.0,3.0,2,0
S08850,5,0,1,61.34,42.07,24.0,2.0,1,0
S08851,3,0,1,74.14,46.27,19.0,2.0,0,0
S08852,4,0,1,88.84,39.33,,5.0,0,0
S08853,5,0,1,50.3,29.95,23.0,3.0,0,0
S08854,2,0,1,,39.54,21.0,2.0,0,0
S08855,5,0,1,83.36,42.34,25.0,2.0,0,0
S08856,2,1,1,52.6,23.49,4.0,4.0,1,0
S08857,2,1,1,55.12,38.81,15.0,4.0,0,0
S08858,2,0,1,89.05,47.64,23.0,0.0,0,0
S08859,3,0,1,68.68,12.15,15.0,0.0,1,0
S08860,1,1,0,67.53,48.09,19.0,7.0,0,0
S08861,8,0,1,92.52,58.57,34.0,0.0,0,0
S08862,3,1,1,56.06,12.75,12.0,0.0,1,0
S08863,7,0,0,53.04,32.9,5.0,0.0,0,0
S08864,8,0,1,96.44,41.96,24.0,5.0,0,0
S08865,7,0,0,75.5,57.56,37.0,6.0,0,0
S08866,7,0,1,82.2,34.35,30.0,1.0,0,0
S08867,1,1,1,67.33,39.33,13.0,4.0,2,0
S08868,3,1,1,70.4,46.63,32.0,5.0,0,0
S08869,6,0,1,61.44,23.07,17.0,2.0,0,0
S08870,5,1,1,,99.13633467236383,42.0,4.0,2,0
S08871,1,0,1,84.47,63.82,29.0,4.0,0,0
S08872,5,0,1,74.94,63.39,28.0,0.0,0,0
S08873,7,1,0,87.91,49.73,,4.0,0,0
S08874,7,1,1,81.94,62.07,38.0,1.0,0,0
S08875,4,0,1,56.27,13.39,13.0,2.0,1,0
S08876,2,0,0,69.83,57.84,33.0,,0,0
S08877,3,0,0,65.27,43.87,15.0,0.0,0,0
S08878,3,0,0,83.3,62.14,24.0,0.0,0,0
S08879,3,1,1,78.92,38.95,25.0,2.0,1,0
S08880,3,0,0,73.91,39.38,30.0,6.0,0,0
S08881,4,1,1,87.2,59.16,25.0,3.0,0,0
S08882,1,0,1,,34.08,26.0,6.0,0,0
S08883,3,0,1,62.95,40.42,30.0,2.0,0,0
S08884,3,0,1,64.23,43.96,20.0,1.0,1,0
S08885,2,0,0,75.78,,16.0,2.0,0,0
S08886,8,1,1,80.29,49.18,33.0,4.0,0,0
S08887,6,1,1,71.98,41.55,6.0,1.0,0,1
S08888,8,1,1,52.28,36.28,21.0,2.0,1,0
S08889,5,1,1,78.1,95.52280389568685,18.0,4.0,0,0
S08890,1,0,1,73.92,31.81,33.0,1.0,0,0
S08891,8,1,1,49.97,17.42,3.0,2.0,1,1
S08892,4,1,1,67.57,37.96,16.0,0.0,1,0
S08893,6,1,1,77.61,30.49,28.0,0.0,0,0
S08894,4,0,1,96.8,,36.0,3.0,0,0
S08895,4,0,1,55.66,14.04,12.0,5.0,2,0
S08896,4,1,1,,44.89,24.0,5.0,0,0
S08897,3,0,0,55.85,33.55,24.0,2.0,0,0
S08898,5,0,0,52.94,19.94,24.0,6.0,0,0
S08899,6,0,1,53.83,18.11,13.0,0.0,0,1
S08900,1,1,1,81.08,54.74,21.0,4.0,0,0
S08901,2,0,1,,41.35,12.0,4.0,0,0
S08902,7,1,1,67.28,43.88,23.0,6.0,0,0
S08903,5,1,1,78.87,33.85,31.0,5.0,0,0
S08904,8,0,0,72.61,45.76,24.0,2.0,0,1
S08905,5,0,0,73.66,33.05,16.0,3.0,1,0
S08906,6,1,1,67.45,29.66,35.0,3.0,0,0
S08907,8,0,1,56.59,9.93,0.0,0.0,0,0
S08908,6,0,0,97.37,96.08532618195447,39.0,5.0,0,0
S08909,3,0,1,93.01,35.9,32.0,3.0,0,0
S08910,5,0,0,95.85,81.66,35.0,3.0,0,0
S08911,2,1,0,63.91,12.87,13.0,8.0,0,0
S08912,3,0,0,61.77,44.25,18.0,2.0,0,1
S08913,6,1,1,65.78,40.61,23.0,2.0,0,0
S08914,2,0,1,88.11,56.79,28.0,1.0,0,0
S08915,6,1,1,72.0,39.3,8.0,0.0,0,0
S08916,5,1,0,63.85,52.36,33.0,4.0,1,0
S08917,3,0,1,77.46,45.21,30.0,0.0,0,0
S08918,1,1,1,60.95,37.37,19.0,8.0,0,0
S08919,6,0,1,51.67,31.95,16.0,3.0,0,0
S08920,7,1,1,73.94,53.63,37.0,4.0,0,0
S08921,6,1,1,64.26,98.03337638538547,14.0,6.0,1,0
S08922,4,0,0,71.79,47.08,15.0,3.0,1,0
S08923,6,0,1,31.73,7.78,15.0,2.0,1,1
S08924,4,1,1,58.62,40.59,21.0,0.0,1,0
S08925,3,1,1,71.32,,14.0,1.0,0,0
S08926,3,0,1,49.25,31.82,23.0,6.0,0,0
S08927,2,0,1,49.76,50.94,17.0,0.0,0,0
S08928,8,0,0,72.58,49.59,15.0,2.0,0,0
S08929,6,1,0,82.52,31.4,30.0,5.0,0,0
S08930,2,1,1,58.62,29.29,20.0,1.0,1,0
S08931,7,1,0,68.07,30.0,20.0,4.0,0,0
S08932,2,1,1,68.41,45.94,24.0,5.0,0,0
S08933,5,1,1,48.57,40.91,19.0,3.0,2,0
S08934,2,0,1,89.76,43.84,36.0,0.0,0,0
S08935,3,1,1,69.26,36.38,22.0,8.0,0,0
S08936,6,0,1,69.42,38.53,19.0,2.0,1,0
S08937,8,1,1,77.59,37.99,26.0,6.0,1,0
S08938,8,0,1,48.6,32.63,24.0,0.0,2,1
S08939,8,1,1,85.8,58.17,32.0,4.0,0,0
S08940,2,1,1,87.76,96.58873911892458,25.0,2.0,0,0
S08941,1,1,1,74.11,36.39,24.0,1.0,0,0
S08942,8,0,0,78.93,66.11,38.0,1.0,0,0
S08943,8,1,1,67.11,18.25,27.0,7.0,1,0
S08944,3,0,1,84.95,26.52,28.0,2.0,0,0
S08945,1,0,1,59.66,32.72,27.0,1.0,0,0
S08946,6,1,1,71.51,40.9,18.0,4.0,0,0
S08947,1,1,1,72.41,30.86,25.0,6.0,0,0
S08948,1,0,1,71.42,71.29,37.0,6.0,0,0
S08949,8,1,1,,53.28,33.0,0.0,1,0
S08950,4,0,1,100.0,60.87,45.0,3.0,0,0
S08951,1,1,1,,48.67,21.0,5.0,1,0
S08952,6,1,1,79.06,26.66,21.0,6.0,1,0
S08953,3,1,1,59.96,51.84,27.0,1.0,0,0
S08954,5,1,0,87.48,29.53,13.0,4.0,0,0
S08955,8,1,1,64.24,23.43,21.0,4.0,0,0
S08956,2,1,1,100.0,61.75,41.0,0.0,0,0
S08957,6,0,1,46.94,22.32,18.0,4.0,1,0
S08958,7,0,1,100.0,55.65,16.0,0.0,0,0
S08959,4,1,1,86.87,39.23,17.0,8.0,0,0
S08960,8,0,1,55.17,38.46,15.0,4.0,0,0
S08961,4,1,1,100.0,64.34,36.0,4.0,0,0
S08962,4,0,1,58.07,37.87,22.0,0.0,1,0
S08963,8,1,1,67.29,95.83808520382279,21.0,1.0,0,0
S08964,6,0,0,52.55,,21.0,1.0,1,1
S08965,7,1,1,69.8,,25.0,4.0,0,0
S08966,7,1,1,71.21,39.42,21.0,2.0,0,0
S08967,6,0,1,84.45,,31.0,1.0,0,0
S08968,2,1,1,100.0,55.14,27.0,2.0,0,0
S08969,4,0,1,64.31,31.88,25.0,0.0,1,0
S08970,7,1,1,30.71,20.25,1.0,6.0,2,1
S08971,5,1,0,81.73,42.99,30.0,5.0,1,0
S08972,3,0,1,63.75,51.57,23.0,2.0,0,0
S08973,3,0,1,99.28,60.03,30.0,0.0,0,0
S08974,7,0,1,71.48,56.0,27.0,1.0,0,0
S08975,2,0,0,60.61,39.58,31.0,6.0,0,0
S08976,1,1,1,56.81,33.76,9.0,5.0,0,1
S08977,7,0,0,81.34,48.67,33.0,3.0,0,0
S08978,3,1,1,,36.23,30.0,6.0,0,0
S08979,7,1,1,94.02,59.16,29.0,5.0,1,0
S08980,5,1,0,68.84,35.79,28.0,5.0,0,0
S08981,8,1,1,93.22,,28.0,5.0,0,0
S08982,5,0,1,51.3,,25.0,3.0,0,0
S08983,7,1,1,45.92,31.78,0.0,2.0,1,0
S08984,7,1,0,84.44,49.07,38.0,1.0,0,0
S08985,2,1,0,65.03,27.43,11.0,2.0,0,0
S08986,8,0,1,68.05,32.57,22.0,3.0,2,0
S08987,6,0,0,56.82,23.82,10.0,4.0,0,0
S08988,1,1,1,55.72,29.77,29.0,4.0,0,0
S08989,1,1,1,,97.8858399489894,24.0,5.0,0,0
S08990,3,0,1,71.72,43.79,18.0,2.0,2,0
S08991,1,1,1,56.1,29.14,26.0,3.0,1,0
S08992,3,0,1,83.86,59.94,33.0,1.0,0,0
S08993,8,1,0,89.62,49.86,26.0,4.0,0,0
S08994,4,0,1,70.37,14.42,14.0,0.0,2,0
S08995,1,0,0,87.05,50.4,19.0,1.0,0,0
S08996,4,0,1,56.97,36.42,27.0,0.0,0,0
S08997,2,0,1,80.66,47.62,29.0,4.0,0,0
S08998,7,0,0,74.43,49.11,25.0,3.0,0,0
S08999,1,0,1,60.13,26.82,22.0,2.0,0,0
S09000,7,0,1,100.0,61.24,17.0,0.0,0,0
S09001,4,1,1,,36.92,21.0,4.0,0,0
S09002,1,1,1,63.14,50.37,17.0,5.0,1,0
S09003,6,1,1,72.29,32.0,30.0,5.0,1,0
S09004,4,0,1,58.95,16.24,6.0,1.0,0,0
S09005,7,0,1,54.65,36.24,25.0,0.0,0,0
S09006,5,1,1,65.26,46.8,34.0,7.0,1,0
S09007,7,1,1,66.27,29.22,7.0,6.0,0,0
S09008,4,1,0,59.94,34.48,18.0,3.0,1,0
S09009,1,1,1,90.77,62.11,33.0,6.0,0,0
S09010,2,1,0,60.51,33.92,25.0,3.0,0,0
S09011,4,1,0,58.02,12.44,0.0,6.0,1,0
S09012,4,0,1,54.21,45.07,19.0,0.0,0,0
S09013,7,1,0,52.77,39.72,14.0,4.0,0,0
S09014,4,1,1,87.41,58.13,26.0,3.0,0,0
S09015,7,1,1,75.87,38.13,40.0,6.0,0,0
S09016,2,0,0,82.35,99.97176472008495,24.0,2.0,1,0
S09017,4,0,0,87.28,56.08,32.0,3.0,0,0
S09018,7,0,1,67.0,54.71,20.0,3.0,0,0
S09019,1,0,1,94.08,97.76482597108756,32.0,0.0,0,0
S09020,3,1,1,62.6,34.89,23.0,4.0,0,0
S09021,7,1,0,55.56,25.98,24.0,4.0,0,0
S09022,5,0,1,77.6,29.35,18.0,2.0,0,0
S09023,7,1,1,74.17,38.75,24.0,0.0,1,0
S09024,5,0,1,74.14,69.72,25.0,0.0,0,0
S09025,7,1,1,87.23,32.04,15.0,4.0,0,0
S09026,8,0,1,73.59,97.64189843718675,15.0,2.0,2,0
S09027,8,0,1,76.7,38.25,,2.0,0,0
S09028,1,1,1,92.39,52.76,26.0,9.0,0,0
S09029,5,1,1,76.0,34.6,,1.0,0,0
S09030,1,1,1,79.41,99.54719675263472,33.0,5.0,0,0
S09031,2,0,1,50.73,19.42,18.0,0.0,1,0
S09032,3,1,1,100.0,50.34,45.0,5.0,0,0
S09033,6,0,1,48.14,20.58,20.0,0.0,1,0
S09034,4,0,1,63.91,36.06,21.0,0.0,0,0
S09035,7,1,1,63.46,43.21,8.0,4.0,1,0
S09036,3,1,1,100.0,,38.0,1.0,0,0
S09037,5,1,1,62.99,32.19,30.0,5.0,1,0
S09038,7,0,0,78.63,46.24,20.0,2.0,1,0
S09039,8,1,0,63.56,37.89,5.0,3.0,0,0
S09040,2,0,1,56.4,14.56,8.0,2.0,1,0
S09041,6,1,1,80.56,43.89,,4.0,1,0
S09042,1,1,1,61.22,26.62,19.0,4.0,1,0
S09043,5,1,1,75.11,44.5,,2.0,0,0
S09044,4,1,1,81.4,43.39,26.0,3.0,0,0
S09045,8,1,0,100.0,55.8,29.0,4.0,0,0
S09046,7,0,1,53.07,34.07,33.0,3.0,2,0
S09047,8,1,0,69.71,42.87,19.0,4.0,0,1
S09048,7,1,1,70.33,34.89,20.0,1.0,0,1
S09049,4,0,1,72.01,25.81,26.0,5.0,1,0
S09050,6,0,1,100.0,60.4,,3.0,0,0
S09051,1,0,1,69.4,33.01,28.0,2.0,0,0
S09052,5,1,0,34.19,14.96,12.0,3.0,2,1
S09053,1,1,1,69.02,47.71,25.0,2.0,1,0
S09054,6,1,1,70.22,40.33,17.0,1.0,1,0
S09055,8,0,0,68.38,25.8,8.0,4.0,0,0
S09056,6,0,1,61.22,41.98,12.0,4.0,0,0
S09057,7,0,1,52.18,36.16,9.0,7.0,0,0
S09058,2,0,1,100.0,44.2,35.0,2.0,0,0
S09059,8,0,1,76.77,10.66,,2.0,2,1
S09060,5,0,0,69.12,96.68726140660195,10.0,3.0,0,0
S09061,6,0,1,100.0,49.54,23.0,0.0,0,0
S09062,7,0,1,58.97,42.52,21.0,4.0,0,0
S09063,6,1,1,81.04,61.97,31.0,2.0,1,0
S09064,3,0,1,53.26,42.84,12.0,2.0,2,1
S09065,5,0,1,83.26,64.9,23.0,1.0,0,0
S09066,6,1,1,54.98,21.67,21.0,2.0,1,0
S09067,7,1,1,79.06,59.24,26.0,5.0,1,1
S09068,4,1,1,100.0,44.32,42.0,1.0,0,0
S09069,5,1,1,73.4,99.05375210759543,,4.0,0,0
S09070,5,1,1,39.11,4.75,4.0,2.0,0,1
S09071,1,1,1,72.54,45.35,31.0,2.0,1,0
S09072,1,1,1,79.21,47.2,23.0,3.0,0,0
S09073,1,0,1,85.51,40.49,21.0,4.0,0,0
S09074,6,1,1,94.1,55.62,38.0,5.0,0,0
S09075,4,0,1,94.87,60.54,42.0,0.0,0,0
S09076,7,0,1,70.04,39.23,23.0,1.0,1,0
S09077,6,0,1,2.502151364595996,99.54401735538558,11.0,2.0,1,1
S09078,2,0,1,55.22,37.85,29.0,3.0,0,0
